,episode_id,episodenbr,title,views,share,appreciation,chart,summary,date,doctorid,rating,votes,description,season,has_9,has_10,has_11,has_12,has_13,day_Mon,day_Sat,day_Sun,day_Tue
0,1.01,697,Rose,10.81,44.8,76.0,7,No Summary Available,2005-03-26,9,7.6,6504,When ordinary shop-worker Rose Tyler meets a mysterious stranger called the Doctor she is drawn into his strange and dangerous world; her life will never be the same again.,1,1,0,0,0,0,0,1,0,0
1,1.02,698,The End of the World,7.97,37.8,76.0,19,No Summary Available,2005-04-02,9,7.6,5684,The Doctor takes Rose to the year 5 billion to witness the destruction of the Earth.,1,1,0,0,0,0,0,1,0,0
2,1.03,699,The Unquiet Dead,8.86,37.8,80.0,15,No Summary Available,2005-04-09,9,7.6,5326,The Doctor has great expectations for his latest adventure when he and Rose join forces with Charles Dickens to investigate a mysterious plague of zombies.,1,1,0,0,0,0,0,1,0,0
3,1.04,700,Aliens of London,7.63,35.7,82.0,18,No Summary Available,2005-04-16,9,7.0,5116,"The Doctor returns Rose to her own time - well, sort of - but her family reunion is ruined when a spaceship crashes in the middle of London. What is the origin of the spaceship, and where has the Prime Minister gone in this time of crisis?",1,1,0,0,0,0,0,1,0,0
4,1.05,701,World War Three,7.98,40.2,81.0,20,No Summary Available,2005-04-23,9,7.1,4943,The Slitheen have infiltrated Parliament and have the Doctor and his friends trapped as the Doctor works to prevent them from starting World War Three.,1,1,0,0,0,0,0,1,0,0
5,1.06,702,Dalek,8.63,44.9,84.0,14,No Summary Available,2005-04-30,9,8.7,5636,"The TARDIS is drawn to an alien museum deep below the Utah desert, where a ruthless billionaire keeps prisoner the last of the Doctor's most fearsome enemies.",1,1,0,0,0,0,0,1,0,0
6,1.07,703,The Long Game,8.01,40.4,81.0,17,No Summary Available,2005-05-07,9,7.2,4872,"In the year 200,000 the Doctor discovers that a satellite with a dark secret is controlling humanity and slowing its development.",1,1,0,0,0,0,0,1,0,0
7,1.08,704,Father's Day,8.06,44.4,83.0,17,"When Rose travels back to the day of her father's death, her meddling in the course of events has terrible consequences for the human race - in the form of the fiendish Reapers.

Synopsis Source: Radio Times",2005-05-14,9,8.4,5433,"All of her life, Rose's mother told how great a man her father Pete was. He was killed by a hit and run driver when Rose was just a baby and among her many regrets was that her father died alone, just lying on the street. Rose asks the Doctor to take her back to that day. Rather than just be with him when he dies, she actually saves him and later admits that this was her plan all along. She soon realizes that her parents' marriage was not exactly the golden relationship she had claimed it to be. Far worse however, is that by saving her father, Rose has created a tear ...",1,1,0,0,0,0,0,1,0,0
8,1.09,705,The Empty Child,7.11,37.0,84.0,21,No Summary Available,2005-05-21,9,9.2,6659,"When a spaceship crashes in the middle of the London Blitz the Doctor, Rose and the enigmatic Captain Jack Harkness find themselves investigating a plague of physical injuries and a little boy in a gas mask.",1,1,0,0,0,0,0,1,0,0
9,1.1,706,The Doctor Dances,6.86,39.0,85.0,18,No Summary Available,2005-05-28,9,9.1,6108,The gas mask zombies are on the rise as the plague spreads across war-torn London.,1,1,0,0,0,0,0,1,0,0
10,1.11,707,Boom Town,7.68,39.0,82.0,18,No Summary Available,2005-06-04,9,7.2,4631,"Stopping off in present-day Cardiff to recharge the TARDIS, The Doctor, Rose and Jack encounter an old foe in the midst of hatching a scheme that could destroy the entire planet.",1,1,0,0,0,0,0,1,0,0
11,1.12,708,Bad Wolf,6.81,37.9,86.0,19,No Summary Available,2005-06-11,9,8.7,5314,The TARDIS team is separated and forced to compete in twisted and deadly games on the Game Station.,1,1,0,0,0,0,0,1,0,0
12,1.13,709,The Parting of the Ways,6.91,44.0,89.0,17,No Summary Available,2005-06-18,9,9.1,5788,"As the Dalek fleet begin their attack on the Earth, the Doctor and his allies make one final stand against his greatest foes and not everyone will make it out alive.",1,1,0,0,0,0,0,1,0,0
13,2.0,710,The Christmas Invasion,9.84,43.5,84.0,9,"The newly regenerated Doctor takes Rose home for the festive season, but
 the transition process has tired him and he falls unconscious - just as
 the planet comes under threat from evil alien race the Sycorax, who 
have employed sinister Santas and murderous trees to do their bidding.",2005-12-25,10,8.2,5291,"It's Christmas Eve, but this is to be a far from silent night - the cruel Sycorax have come to Earth to enslave mankind and, as ever, only The Doctor can stop them. Unfortunately, he's lying in a coma in Jackie's home...",2,0,1,0,0,0,0,0,1,0
14,2.01,711,New Earth,8.62,40.2,85.0,9,No Summary Available,2006-04-15,10,7.5,4891,The Doctor and Rose arrive on New Earth and meet old friends and enemies in a hospital which can cure every disease. But the cures come at a terrible cost.,2,0,1,0,0,0,0,1,0,0
15,2.02,712,Tooth and Claw,9.24,42.9,83.0,10,No Summary Available,2006-04-22,10,7.9,5041,"The Doctor and Rose are transported to 19th Century Scotland, where they meet Queen Victoria, and try to protect her from a ravenous werewolf and a band of assassinating warrior-monks",2,0,1,0,0,0,0,1,0,0
16,2.03,713,School Reunion,8.31,41.6,85.0,12,No Summary Available,2006-04-29,10,8.4,5397,"The Krillitanes - aliens with a mix-and-match physiology - are trying to crack the 'God-Maker', a paradigm to give them ultimate power. They are using children as a computer, and only the Doctor and Rose, re-united with Sarah Jane Smith and K9 can prevent them from becoming masters of time and space.",2,0,1,0,0,0,0,1,0,0
17,2.04,714,The Girl in the Fireplace,7.90,38.1,84.0,13,No Summary Available,2006-05-06,10,9.3,8504,"The Doctor, Mickey and Rose land on a spaceship in the 51st century only to find 18th century Versailles on board, the time of Madame De Pompadour! To find out what's going on the Doctor must enter Versailles and save Madame De Popmpadour but it turns into an emotional roller coaster for the Doctor.",2,0,1,0,0,0,0,1,0,0
18,2.05,715,Rise of the Cybermen,9.22,43.7,86.0,6,"On a parallel Earth where Rose's parents remained together, the Doctor sees a terrifying enemy reborn... The Cybermen are coming!",2006-05-13,10,7.8,4688,"The TARDIS crash lands in London on a parallel world, where Rose's dad is still alive, people are disappearing off the streets and one of the Doctor's deadliest enemies is about to be reborn.",2,0,1,0,0,0,0,1,0,0
19,2.06,716,The Age of Steel,7.64,37.8,86.0,15,The Cybermen take control of London and start converting the populace. It looks like even the Doctor is beaten...,2006-05-20,10,7.9,4636,The Cybermen take control of London as the population is enslaved and the Doctor and his friends become fugitives.,2,0,1,0,0,0,0,1,0,0
20,2.07,717,The Idiot's Lantern,6.76,33.4,84.0,18,No Summary Available,2006-05-27,10,6.9,4814,"As the coronation of Elizabeth II nears, the streets of London live in fear. Faceless people are stolen from their homes in the night and something evil is lurking in the television.",2,0,1,0,0,0,0,1,0,0
21,2.08,718,The Impossible Planet,6.32,41.0,85.0,18,"The Doctor and Rose land in a base on an 'impossible planet'. But the TARDIS is missing, there's a killer in the base, and who are the Ood?",2006-06-03,10,8.7,5399,"When the Doctor and Rose become stranded on a planet orbiting a black hole, they find a human expedition crew and their servants, the Ood, being terrorised by the Devil.",2,0,1,0,0,0,0,1,0,0
22,2.09,719,The Satan Pit,6.08,38.0,86.0,19,"As Rose battles the murderous Ood, the Doctor must grapple with a monster that challenges his every belief: the Beast.",2006-06-10,10,8.8,5609,"The Doctor risks his life to investigate the pit and is forced to make a terrible decision, while Rose and the crew fend for their lives against the Legion of the Beast.",2,0,1,0,0,0,0,1,0,0
23,2.1,720,Love and Monsters,6.66,39.7,76.0,15,No Summary Available,2006-06-17,10,6.2,5738,"Elton Pope is an ordinary man intrigued by the world of the Doctor. When he and fellow enthusiasts - L.I.N.D.A. - meet the mysterious Victor Kennedy, their lives will never be the same again.",2,0,1,0,0,0,0,1,0,0
24,2.11,721,Fear Her,7.14,41.2,83.0,20,No Summary Available,2006-06-24,10,6.1,5047,"When children vanish into thin air in 2012 London, the Doctor and Rose find the answers in a seemingly ordinary household and a girl whose drawings can come to life.",2,0,1,0,0,0,0,1,0,0
25,2.12,722,Army of Ghosts,8.19,45.1,86.0,7,"The Cybermen have invaded Earth, but the Doctor and Torchwood are about to confront an even greater threat.",2006-07-01,10,8.5,4885,"When ghosts of loved ones appear all over the world the Doctor traces the phenomena to the Torchwood Tower, where some old friends and enemies are waiting.",2,0,1,0,0,0,0,1,0,0
26,2.13,723,Doomsday,8.22,44.5,89.0,8,"As the human race is caught in a war between Daleks and Cybermen, the Doctor faces losing Rose.",2006-07-08,10,9.3,6836,"Earth becomes a battleground for the Daleks and the Cybermen. With the whole planet at stake and the Genesis Ark activated, how much will the Doctor sacrifice in order to end the war?",2,0,1,0,0,0,0,1,0,0
27,3.0,724,The Runaway Bride,9.38,37.9,84.0,10,No Summary Available,2006-12-25,10,7.6,4991,"The Doctor is baffled when a young woman is transported to the TARDIS on her wedding day, and attempts to find out how she is connected to an alien plot to destroy Earth.",3,0,1,0,0,0,1,0,0,0
28,3.01,725,Smith and Jones,8.71,40.7,88.0,9,The script is available to read from the BBC Writers Room.,2007-03-31,10,8.0,4869,"When the hospital she works at is transported to the moon, medical student Martha Jones joins forces with The Doctor to hunt down an alien fugitive before the oxygen runs out.",3,0,1,0,0,0,0,1,0,0
29,3.02,726,The Shakespeare Code,7.23,36.9,87.0,14,No Summary Available,2007-04-07,10,7.8,4925,"The Doctor takes Martha to London in 1599, where William Shakespeare's new play is being used by three witches in an evil plan.",3,0,1,0,0,0,0,1,0,0
30,3.03,727,Gridlock,8.40,40.4,85.0,7,No Summary Available,2007-04-14,10,8.1,5037,"The Doctor takes Martha to New Earth, where she is kidnapped by two carjackers and taken to an underground Motorway, where the remainder of humanity on the planet live in perpetual gridlock.",3,0,1,0,0,0,0,1,0,0
31,3.04,728,Daleks in Manhattan,6.69,36.4,87.0,18,The Doctor finds his oldest enemies at work on top of the Empire State Building when he and Martha travel to 1930s New York.,2007-04-21,10,7.0,4589,"The Doctor and Martha travel to New York in 1930, where people have been mysteriously vanishing from the streets, and an old enemy resurfaces.",3,0,1,0,0,0,0,1,0,0
32,3.05,729,Evolution of the Daleks,6.97,39.2,85.0,17,"As a new Dalek Empire rises in 1930s New York, the Doctor must enter an unholy alliance.",2007-04-28,10,7.0,4611,"Concluding part to Daleks in Manhattan. In 1930s New York, the Daleks' plan is in full force. Faced with the cyborgs' most evil and dangerous scheme yet, will the Doctor and Martha be able to defeat their greatest opponents?",3,0,1,0,0,0,0,1,0,0
33,3.06,730,The Lazarus Experiment,7.19,38.8,86.0,12,No Summary Available,2007-05-05,10,6.7,4652,The famous Dr Lazarus has appeared to discover the secret of eternal youth - but do his experiments hide a sinister secret?,3,0,1,0,0,0,0,1,0,0
34,3.07,731,42,7.41,37.1,84.0,16,"As a spaceship hurtles towards the sun, the Doctor and Martha have only 42 minutes to save the day!",2007-05-19,10,7.5,4458,"On a spaceship headed straight for the centre of the sun, the Doctor only has 42 minutes to save Martha and the ship's crew from an inevitable doom.",3,0,1,0,0,0,0,1,0,0
35,3.08,732,Human Nature,7.74,38.0,86.0,13,No Summary Available,2007-05-26,10,9.0,5818,"In 1913, Martha watches in jealousy from afar as The Doctor learns what it is to be human and to fall in love with the local school nurse, Joan Redfern.",3,0,1,0,0,0,0,1,0,0
36,3.09,733,Family of Blood,7.21,40.9,86.0,13,No Summary Available,2007-06-02,10,9.2,6456,"The Doctor must deal with the repercussions of his decision to become human, as The Family Of Blood unveil themselves...",3,0,1,0,0,0,0,1,0,0
37,3.1,734,Blink,6.62,38.4,87.0,16,No Summary Available,2007-06-09,10,9.8,16398,Sally Sparrow receives a cryptic message from the Doctor about a mysterious new enemy species that is after the TARDIS.,3,0,1,0,0,0,0,1,0,0
38,3.11,735,Utopia,7.84,38.2,87.0,14,No Summary Available,2007-06-16,10,8.8,5221,"Soon after bumping into old friend Jack Harkness, Martha and The Doctor head off to Malcassairo, a distant planet where an old professor will do anything he can to keep his people alive...",3,0,1,0,0,0,0,1,0,0
39,3.12,736,The Sound of Drums,7.51,40.0,87.0,11,No Summary Available,2007-06-23,10,8.7,5275,"The Doctor, Martha and Jack return to the 21st Century eighteen months after the Doctor and Martha left. They find they've missed the election, and the new Prime Minister, Harold Saxon, is someone they've met before by another name.",3,0,1,0,0,0,0,1,0,0
40,3.13,737,Last of the Time Lords,8.61,40.6,88.0,10,No Summary Available,2007-06-30,10,8.4,5541,"It's been a year since The Master unleashed the mysterious Toclafane onto Earth. With the human race and The Doctor enslaved under The Master's control, Martha Jones is the only person that can help stop the evil Time Lord.",3,0,1,0,0,0,0,1,0,0
41,4.0,738,Voyage of the Damned,13.31,51.6,85.0,2,No Summary Available,2007-12-25,10,7.7,5146,"A spacecraft set on an apocalyptic collision course with Earth, a host of killer robot angels and an evil severed headed mastermind - it's just another Christmas for the Doctor... 2007 Christmas special guest starring Kylie Minogue.",4,0,1,0,0,0,0,0,0,1
42,4.01,739,Partners in Crime,9.14,41.3,88.0,10,No Summary Available,2008-04-05,10,7.8,4802,"With a new weight-loss pill tested in London by Adipose Industries, The Doctor goes to investigate the sinister truth behind the product, only to find out that his old friend Donna Noble is investigating as well.",4,0,1,0,0,0,0,1,0,0
43,4.02,740,The Fires of Pompeii,9.04,38.8,87.0,10,No Summary Available,2008-04-12,10,8.1,4942,"Instead in Rome, The Doctor and Donna Noble end up visiting Pompeii in AD 79, on the eve of the catastrophic eruption of Mount Vesuvius, before anyone even knew it was actually a volcano.The entire city is doomed for destruction.",4,0,1,0,0,0,0,1,0,0
44,4.03,741,Planet of the Ood,7.50,35.2,87.0,12,No Summary Available,2008-04-19,10,8.1,4737,"Finding themselves on the Ood-Sphere planet in the 42nd century, The Doctor and Donna discover the truth over the Ood's willingness to serve humankind.",4,0,1,0,0,0,0,1,0,0
45,4.04,742,The Sontaran Stratagem,7.06,36.9,87.0,17,No Summary Available,2008-04-26,10,7.5,4232,UNIT's newest recruit Martha Jones enlists The Doctor's help to investigate kid genius Luke Rattigan and his ATMOS system that is used in every car on Earth.,4,0,1,0,0,0,0,1,0,0
46,4.05,743,The Poison Sky,6.53,34.3,88.0,18,No Summary Available,2008-05-03,10,7.6,4206,"With planet Earth choking under the poison sky, the Doctor must stop the Sontarans' threat to the planet.",4,0,1,0,0,0,0,1,0,0
47,4.06,744,The Doctor's Daughter,7.33,40.1,88.0,10,No Summary Available,2008-05-10,10,7.7,4777,"Caught in the middle of a war between the Humans and the Hath in the planet Messaline, the Doctor finds himself once again a father.",4,0,1,0,0,0,0,1,0,0
48,4.07,745,The Unicorn and the Wasp,8.41,37.8,86.0,7,No Summary Available,2008-05-17,10,7.8,4667,"With a 1926 dinner party turning into a murder mystery, The Doctor and Donna Noble get the chance to meet Agatha Christie on the eve of her well-known 9-days disappearance.",4,0,1,0,0,0,0,1,0,0
49,4.08,746,Silence in the Library,6.27,27.7,89.0,27,No Summary Available,2008-05-31,10,9.4,6979,The Doctor and Donna join a group of archaeologists at a 51st century library. What caused the library to become abandoned? What are the Nodes? And what links the library to one little girl? All they have is one warning - count the shadows.,4,0,1,0,0,0,0,1,0,0
50,4.09,747,Forest of the Dead,7.84,42.1,89.0,10,No Summary Available,2008-06-07,10,9.5,7282,"With the library darkening, the Doctor takes on the Vashta Nerada while figuring out what links River Song to his future. Meanwhile, Donna finds out the mystery of Dr. Moon and the Girl.",4,0,1,0,0,0,0,1,0,0
51,4.1,748,Midnight,8.05,39.8,86.0,5,No Summary Available,2008-06-14,10,9.0,6405,"As part of a well-deserved holiday, the Doctor takes a tour on a planet called Midnight. Little does he know that something is knocking on the walls, although the planet shouldn't be inhabited. Soon the passengers begin to panic when one of them is possessed.",4,0,1,0,0,0,0,1,0,0
52,4.11,749,Turn Left,8.09,38.1,88.0,4,No Summary Available,2008-06-21,10,8.9,5414,"What would happen if Donna never met the Doctor? How would Earth handle the Racnoss, the falling Titanic or the Sontarans? Aided by a familiar blonde time traveler, Donna corrects the alternate time line from happening.",4,0,1,0,0,0,0,1,0,0
53,4.12,750,The Stolen Earth,8.78,42.1,91.0,2,No Summary Available,2008-06-28,10,9.1,5385,"The return of an old enemy leaves Earth along with 26 other planets stolen from their places. As the Doctor and Donna look for the whereabouts of Earth, former companions of the Doctor assemble a resistance against the new Dalek Empire.",4,0,1,0,0,0,0,1,0,0
54,4.13,751,Journey's End,10.57,48.7,91.0,1,No Summary Available,2008-07-05,10,9.1,6242,"In the wake of Davros' threat to destroy the existence of the Universe itself, the Doctor's companions unite to stop the Dalek empire. Which one will die by the prophecies and what will the fate be for the Doctor?",4,0,1,0,0,0,0,1,0,0
55,5.01,757,The Eleventh Hour,10.08,39.7,86.0,3,No Summary Available,2010-04-03,11,8.8,6254,"With his TARDIS in ruins, the newly-regenerated Doctor with the help of Amy Pond must save the world in less than twenty minutes from galactic policemen known as the Atraxi.",5,0,0,1,0,0,0,1,0,0
56,5.02,758,The Beast Below,8.42,38.9,86.0,10,No Summary Available,2010-04-10,11,7.6,4837,"The Doctor takes Amy to the future inside Starship UK, which contains in addition to British explorers, an intimidating race known as the Smilers.",5,0,0,1,0,0,0,1,0,0
57,5.03,759,Victory of the Daleks,7.82,37.4,84.0,11,No Summary Available,2010-04-17,11,6.8,4722,"The TARDIS takes The Doctor and Amy to war-torn Britain in the middle of World War Two. Not only do they meet Winston Churchill himself, but the Doctor comes face to face once again with his greatest enemy of all.",5,0,0,1,0,0,0,1,0,0
58,5.04,760,The Time of Angels,8.59,41.2,87.0,8,No Summary Available,2010-04-24,11,8.7,5288,"The Doctor and Amy emerge from the TARDIS to find the wreck of the Byzantium spaceship. Down below the Weeping Angels are stirring, but the Doctor has someone else to contend with; none other than the mysterious Professor River Song.",5,0,0,1,0,0,0,1,0,0
